PTVlab 2010 by W.Th. & E.J.S., ASCII chart output - 30-Jul-2012
FRAME: 1, filenames: A: EXP2186.jpg & B: EXP2187.jpg, conversion factor xy (px -> m/s): 1, conversion factor uv (px/im.pair -> m/s): 1
231,101,NaN,NaN,NaN
231,111,NaN,NaN,NaN
231,121,NaN,NaN,NaN
231,131,NaN,NaN,NaN
231,141,NaN,NaN,NaN
231,151,NaN,NaN,NaN
231,161,NaN,NaN,NaN
231,171,NaN,NaN,NaN
231,181,NaN,NaN,NaN
231,191,NaN,NaN,NaN
231,201,NaN,NaN,NaN
231,211,NaN,NaN,NaN
231,221,NaN,NaN,NaN
231,231,NaN,NaN,NaN
231,241,NaN,NaN,NaN
231,251,NaN,NaN,NaN
231,261,NaN,NaN,NaN
231,271,NaN,NaN,NaN
231,281,NaN,NaN,NaN
231,291,NaN,NaN,NaN
231,301,NaN,NaN,NaN
231,311,NaN,NaN,NaN
231,321,NaN,NaN,NaN
231,331,NaN,NaN,NaN
231,341,NaN,NaN,NaN
231,351,NaN,NaN,NaN
231,361,NaN,NaN,NaN
231,371,NaN,NaN,NaN
231,381,NaN,NaN,NaN
231,391,NaN,NaN,NaN
231,401,NaN,NaN,NaN
231,411,NaN,NaN,NaN
231,421,NaN,NaN,NaN
231,431,NaN,NaN,NaN
231,441,NaN,NaN,NaN
231,451,NaN,NaN,NaN
231,461,NaN,NaN,NaN
231,471,NaN,NaN,NaN
231,481,NaN,NaN,NaN
231,491,NaN,NaN,NaN
231,501,NaN,NaN,NaN
231,511,NaN,NaN,NaN
231,521,NaN,NaN,NaN
231,531,NaN,NaN,NaN
231,541,NaN,NaN,NaN
231,551,NaN,NaN,NaN
231,561,NaN,NaN,NaN
231,571,NaN,NaN,NaN
231,581,NaN,NaN,NaN
231,591,NaN,NaN,NaN
231,601,NaN,NaN,NaN
231,611,NaN,NaN,NaN
231,621,NaN,NaN,NaN
231,631,NaN,NaN,NaN
231,641,NaN,NaN,NaN
231,651,NaN,NaN,NaN
231,661,NaN,NaN,NaN
231,671,NaN,NaN,NaN
231,681,NaN,NaN,NaN
231,691,NaN,NaN,NaN
231,701,NaN,NaN,NaN
231,711,NaN,NaN,NaN
241,1,NaN,NaN,NaN
241,11,NaN,NaN,NaN
241,21,NaN,NaN,NaN
241,31,NaN,NaN,NaN
241,41,NaN,NaN,NaN
241,51,NaN,NaN,NaN
241,61,NaN,NaN,NaN
241,71,NaN,NaN,NaN
241,81,NaN,NaN,NaN
241,91,NaN,NaN,NaN
241,101,NaN,NaN,NaN
241,111,NaN,NaN,NaN
241,121,NaN,NaN,NaN
241,131,NaN,NaN,NaN
241,141,NaN,NaN,NaN
241,151,NaN,NaN,NaN
241,161,NaN,NaN,NaN
241,171,NaN,NaN,NaN
241,181,NaN,NaN,NaN
241,191,NaN,NaN,NaN
241,201,NaN,NaN,NaN
241,211,NaN,NaN,NaN
241,221,NaN,NaN,NaN
241,231,NaN,NaN,NaN
241,241,NaN,NaN,NaN
241,251,NaN,NaN,NaN
241,261,NaN,NaN,NaN
241,271,NaN,NaN,NaN
241,281,NaN,NaN,NaN
241,291,NaN,NaN,NaN
241,301,NaN,NaN,NaN
241,311,NaN,NaN,NaN
241,321,NaN,NaN,NaN
241,331,NaN,NaN,NaN
241,341,NaN,NaN,NaN
241,351,NaN,NaN,NaN
241,361,NaN,NaN,NaN
241,371,NaN,NaN,NaN
241,381,NaN,NaN,NaN
241,391,NaN,NaN,NaN
241,401,NaN,NaN,NaN
241,411,NaN,NaN,NaN
241,421,NaN,NaN,NaN
241,431,NaN,NaN,NaN
241,441,NaN,NaN,NaN
241,451,NaN,NaN,NaN
241,461,NaN,NaN,NaN
241,471,NaN,NaN,NaN
241,481,NaN,NaN,NaN
241,491,NaN,NaN,NaN
241,501,NaN,NaN,NaN
241,511,NaN,NaN,NaN
241,521,NaN,NaN,NaN
241,531,NaN,NaN,NaN
241,541,NaN,NaN,NaN
241,551,NaN,NaN,NaN
241,561,NaN,NaN,NaN
241,571,NaN,NaN,NaN
241,581,NaN,NaN,NaN
241,591,NaN,NaN,NaN
241,601,NaN,NaN,NaN
241,611,NaN,NaN,NaN
241,621,NaN,NaN,NaN
241,631,NaN,NaN,NaN
241,641,NaN,NaN,NaN
241,651,NaN,NaN,NaN
241,661,NaN,NaN,NaN
241,671,NaN,NaN,NaN
241,681,NaN,NaN,NaN
241,691,NaN,NaN,NaN
241,701,NaN,NaN,NaN
241,711,NaN,NaN,NaN
251,1,NaN,NaN,NaN
251,11,NaN,NaN,NaN
251,21,NaN,NaN,NaN
251,31,NaN,NaN,NaN
251,41,NaN,NaN,NaN
251,51,NaN,NaN,NaN
251,61,NaN,NaN,NaN
251,71,NaN,NaN,NaN
251,81,NaN,NaN,NaN
251,91,NaN,NaN,NaN
251,101,NaN,NaN,NaN
251,111,NaN,NaN,NaN
251,121,NaN,NaN,NaN
251,131,NaN,NaN,NaN
251,141,NaN,NaN,NaN
251,151,NaN,NaN,NaN
251,161,NaN,NaN,NaN
251,171,NaN,NaN,NaN
251,181,NaN,NaN,NaN
251,191,NaN,NaN,NaN
251,201,NaN,NaN,NaN
251,211,NaN,NaN,NaN
251,221,NaN,NaN,NaN
251,231,NaN,NaN,NaN
251,241,NaN,NaN,NaN
251,251,NaN,NaN,NaN
251,261,NaN,NaN,NaN
251,271,NaN,NaN,NaN
251,281,NaN,NaN,NaN
251,291,NaN,NaN,NaN
251,301,NaN,NaN,NaN
251,311,NaN,NaN,NaN
251,321,NaN,NaN,NaN
251,331,NaN,NaN,NaN
251,341,NaN,NaN,NaN
251,351,NaN,NaN,NaN
251,361,NaN,NaN,NaN
251,371,NaN,NaN,NaN
251,381,NaN,NaN,NaN
251,391,NaN,NaN,NaN
251,401,NaN,NaN,NaN
251,411,NaN,NaN,NaN
251,421,NaN,NaN,NaN
251,431,NaN,NaN,NaN
251,441,NaN,NaN,NaN
251,451,NaN,NaN,NaN
251,461,NaN,NaN,NaN
251,471,NaN,NaN,NaN
251,481,NaN,NaN,NaN
251,491,NaN,NaN,NaN
251,501,NaN,NaN,NaN
251,511,NaN,NaN,NaN
251,521,NaN,NaN,NaN
251,531,NaN,NaN,NaN
251,541,NaN,NaN,NaN
251,551,NaN,NaN,NaN
251,561,NaN,NaN,NaN
251,571,NaN,NaN,NaN
251,581,NaN,NaN,NaN
251,591,NaN,NaN,NaN
251,601,NaN,NaN,NaN
251,611,NaN,NaN,NaN
251,621,NaN,NaN,NaN
251,631,NaN,NaN,NaN
251,641,NaN,NaN,NaN
251,651,NaN,NaN,NaN
251,661,NaN,NaN,NaN
251,671,NaN,NaN,NaN
251,681,NaN,NaN,NaN
251,691,NaN,NaN,NaN
251,701,NaN,NaN,NaN
251,711,NaN,NaN,NaN
261,1,NaN,NaN,NaN
261,11,NaN,NaN,NaN
261,21,NaN,NaN,NaN
261,31,NaN,NaN,NaN
261,41,NaN,NaN,NaN
261,51,NaN,NaN,NaN
261,61,NaN,NaN,NaN
261,71,NaN,NaN,NaN
261,81,NaN,NaN,NaN
261,91,NaN,NaN,NaN
261,101,NaN,NaN,NaN
261,111,NaN,NaN,NaN
261,121,NaN,NaN,NaN
261,131,NaN,NaN,NaN
261,141,NaN,NaN,NaN
261,151,NaN,NaN,NaN
261,161,NaN,NaN,NaN
261,171,NaN,NaN,NaN
261,181,NaN,NaN,NaN
261,191,NaN,NaN,NaN
261,201,NaN,NaN,NaN
261,211,NaN,NaN,NaN
261,221,NaN,NaN,NaN
261,231,NaN,NaN,NaN
261,241,NaN,NaN,NaN
261,251,NaN,NaN,NaN
261,261,NaN,NaN,NaN
261,271,NaN,NaN,NaN
261,281,NaN,NaN,NaN
261,291,NaN,NaN,NaN
261,301,NaN,NaN,NaN
261,311,NaN,NaN,NaN
261,321,NaN,NaN,NaN
261,331,NaN,NaN,NaN
261,341,NaN,NaN,NaN
261,351,NaN,NaN,NaN
261,361,NaN,NaN,NaN
261,371,NaN,NaN,NaN
261,381,NaN,NaN,NaN
261,391,NaN,NaN,NaN
261,401,NaN,NaN,NaN
261,411,NaN,NaN,NaN
261,421,NaN,NaN,NaN
261,431,NaN,NaN,NaN
261,441,NaN,NaN,NaN
261,451,NaN,NaN,NaN
261,461,NaN,NaN,NaN
261,471,NaN,NaN,NaN
261,481,NaN,NaN,NaN
261,491,NaN,NaN,NaN
261,501,NaN,NaN,NaN
261,511,NaN,NaN,NaN
261,521,NaN,NaN,NaN
261,531,NaN,NaN,NaN
261,541,NaN,NaN,NaN
261,551,NaN,NaN,NaN
261,561,NaN,NaN,NaN
261,571,NaN,NaN,NaN
261,581,NaN,NaN,NaN
261,591,NaN,NaN,NaN
261,601,NaN,NaN,NaN
261,611,NaN,NaN,NaN
261,621,NaN,NaN,NaN
261,631,NaN,NaN,NaN
261,641,NaN,NaN,NaN
261,651,NaN,NaN,NaN
261,661,NaN,NaN,NaN
261,671,NaN,NaN,NaN
261,681,NaN,NaN,NaN
261,691,NaN,NaN,NaN
261,701,NaN,NaN,NaN
261,711,NaN,NaN,NaN
271,1,NaN,NaN,NaN
271,11,NaN,NaN,NaN
271,21,NaN,NaN,NaN
271,31,NaN,NaN,NaN
271,41,NaN,NaN,NaN
271,51,NaN,NaN,NaN
271,61,NaN,NaN,NaN
271,71,NaN,NaN,NaN
271,81,NaN,NaN,NaN
271,91,NaN,NaN,NaN
271,101,NaN,NaN,NaN
271,111,NaN,NaN,NaN
271,121,NaN,NaN,NaN
271,131,NaN,NaN,NaN
271,141,NaN,NaN,NaN
271,151,NaN,NaN,NaN
271,161,NaN,NaN,NaN
271,171,NaN,NaN,NaN
271,181,NaN,NaN,NaN
271,191,NaN,NaN,NaN
271,201,NaN,NaN,NaN
271,211,NaN,NaN,NaN
271,221,NaN,NaN,NaN
271,231,NaN,NaN,NaN
271,241,NaN,NaN,NaN
271,251,NaN,NaN,NaN
271,261,NaN,NaN,NaN
271,271,NaN,NaN,NaN
271,281,NaN,NaN,NaN
271,291,NaN,NaN,NaN
271,301,NaN,NaN,NaN
271,311,NaN,NaN,NaN
271,321,NaN,NaN,NaN
271,331,NaN,NaN,NaN
271,341,NaN,NaN,NaN
271,351,NaN,NaN,NaN
271,361,NaN,NaN,NaN
271,371,NaN,NaN,NaN
271,381,NaN,NaN,NaN
271,391,NaN,NaN,NaN
271,401,NaN,NaN,NaN
271,411,NaN,NaN,NaN
271,421,NaN,NaN,NaN
271,431,NaN,NaN,NaN
271,441,NaN,NaN,NaN
271,451,NaN,NaN,NaN
271,461,NaN,NaN,NaN
271,471,NaN,NaN,NaN
271,481,NaN,NaN,NaN
271,491,NaN,NaN,NaN
271,501,NaN,NaN,NaN
271,511,NaN,NaN,NaN
271,521,NaN,NaN,NaN
271,531,NaN,NaN,NaN
271,541,NaN,NaN,NaN
271,551,NaN,NaN,NaN
271,561,NaN,NaN,NaN
271,571,NaN,NaN,NaN
271,581,NaN,NaN,NaN
271,591,NaN,NaN,NaN
271,601,NaN,NaN,NaN
271,611,NaN,NaN,NaN
271,621,NaN,NaN,NaN
271,631,NaN,NaN,NaN
271,641,NaN,NaN,NaN
271,651,NaN,NaN,NaN
271,661,NaN,NaN,NaN
271,671,NaN,NaN,NaN
271,681,NaN,NaN,NaN
271,691,NaN,NaN,NaN
271,701,NaN,NaN,NaN
271,711,NaN,NaN,NaN
281,1,NaN,NaN,NaN
281,11,NaN,NaN,NaN
281,21,NaN,NaN,NaN
281,31,NaN,NaN,NaN
281,41,NaN,NaN,NaN
281,51,NaN,NaN,NaN
281,61,NaN,NaN,NaN
281,71,NaN,NaN,NaN
281,81,NaN,NaN,NaN
281,91,NaN,NaN,NaN
281,101,NaN,NaN,NaN
281,111,NaN,NaN,NaN
281,121,NaN,NaN,NaN
281,131,NaN,NaN,NaN
281,141,NaN,NaN,NaN
281,151,NaN,NaN,NaN
281,161,NaN,NaN,NaN
281,171,NaN,NaN,NaN
281,181,NaN,NaN,NaN
281,191,NaN,NaN,NaN
281,201,NaN,NaN,NaN
281,211,NaN,NaN,NaN
281,221,NaN,NaN,NaN
281,231,NaN,NaN,NaN
281,241,NaN,NaN,NaN
281,251,NaN,NaN,NaN
281,261,NaN,NaN,NaN
281,271,NaN,NaN,NaN
281,281,NaN,NaN,NaN
281,291,NaN,NaN,NaN
281,301,NaN,NaN,NaN
281,311,NaN,NaN,NaN
281,321,NaN,NaN,NaN
281,331,NaN,NaN,NaN
281,341,NaN,NaN,NaN
281,351,NaN,NaN,NaN
281,361,NaN,NaN,NaN
281,371,NaN,NaN,NaN
281,381,NaN,NaN,NaN
281,391,NaN,NaN,NaN
281,401,NaN,NaN,NaN
281,411,NaN,NaN,NaN
281,421,NaN,NaN,NaN
281,431,NaN,NaN,NaN
281,441,NaN,NaN,NaN
281,451,1.957826844,-11.96296047,NaN
281,461,2.007675532,-12.07624633,NaN
281,471,1.952952932,-12.06085308,NaN
281,481,1.898230333,-12.04545982,NaN
281,491,1.843507733,-12.03006656,NaN
281,501,1.788785133,-12.0146733,NaN
281,511,1.734062534,-11.99928004,NaN
281,521,1.679339934,-11.98388678,NaN
281,531,2.228250274,-11.82063857,NaN
281,541,2.03034323,-11.96101311,NaN
281,551,1.604231452,-12.18117262,NaN
281,561,1.663352087,-12.17730984,NaN
281,571,1.681854415,-12.29767674,NaN
281,581,NaN,NaN,NaN
281,591,NaN,NaN,NaN
281,601,NaN,NaN,NaN
281,611,NaN,NaN,NaN
281,621,NaN,NaN,NaN
281,631,NaN,NaN,NaN
281,641,NaN,NaN,NaN
281,651,NaN,NaN,NaN
281,661,NaN,NaN,NaN
281,671,NaN,NaN,NaN
281,681,NaN,NaN,NaN
281,691,NaN,NaN,NaN
281,701,NaN,NaN,NaN
281,711,NaN,NaN,NaN
291,1,NaN,NaN,NaN
291,11,NaN,NaN,NaN
291,21,NaN,NaN,NaN
291,31,NaN,NaN,NaN
291,41,NaN,NaN,NaN
291,51,NaN,NaN,NaN
291,61,NaN,NaN,NaN
291,71,NaN,NaN,NaN
291,81,NaN,NaN,NaN
291,91,NaN,NaN,NaN
291,101,NaN,NaN,NaN
291,111,NaN,NaN,NaN
291,121,NaN,NaN,NaN
291,131,NaN,NaN,NaN
291,141,NaN,NaN,NaN
291,151,NaN,NaN,NaN
291,161,NaN,NaN,NaN
291,171,NaN,NaN,NaN
291,181,NaN,NaN,NaN
291,191,NaN,NaN,NaN
291,201,NaN,NaN,NaN
291,211,NaN,NaN,NaN
291,221,NaN,NaN,NaN
291,231,NaN,NaN,NaN
291,241,NaN,NaN,NaN
291,251,NaN,NaN,NaN
291,261,NaN,NaN,NaN
291,271,NaN,NaN,NaN
291,281,NaN,NaN,NaN
291,291,NaN,NaN,NaN
291,301,NaN,NaN,NaN
291,311,2.405445999,-11.84053885,NaN
291,321,2.560007383,-12.08267784,NaN
291,331,2.60001129,-12.18384931,NaN
291,341,2.54528869,-12.16845605,NaN
291,351,2.490566091,-12.1530628,NaN
291,361,2.435843491,-12.13766954,NaN
291,371,2.381120892,-12.12227628,NaN
291,381,2.326398292,-12.10688302,NaN
291,391,2.271675692,-12.09148976,NaN
291,401,2.216953093,-12.0760965,NaN
291,411,2.162230493,-12.06070325,NaN
291,421,2.107507894,-12.04530999,NaN
291,431,2.052785294,-12.02991673,NaN
291,441,1.998062694,-12.01452347,NaN
291,451,1.943340095,-11.99913021,0.008289241803
291,461,1.888617495,-11.98373695,0.02138476367
291,471,1.833894896,-11.9683437,0.0298384661
291,481,1.779172296,-11.95295044,0.02685963535
291,491,1.95310036,-11.88155107,0.000800236169
291,501,2.588639793,-11.69708376,-0.01713642973
291,511,3.224179226,-11.51261645,-0.01271321032
291,521,3.556111216,-11.44648236,0.03790387243
291,531,2.809794526,-11.80060357,0.06594783505
291,541,2.063477837,-12.15472478,0.04477515701
291,551,1.526868044,-12.42111251,-0.000622919795
291,561,1.596056461,-12.43405704,-0.03175319603
291,571,1.665244878,-12.44700158,-0.02556990141
291,581,1.718189765,-12.43282891,NaN
291,591,1.731854369,-12.35308111,NaN
291,601,1.751542366,-12.52249376,NaN
291,611,1.76322311,-12.79315308,NaN
291,621,1.457948697,-11.6683146,NaN
291,631,NaN,NaN,NaN
291,641,NaN,NaN,NaN
291,651,NaN,NaN,NaN
291,661,NaN,NaN,NaN
291,671,NaN,NaN,NaN
291,681,NaN,NaN,NaN
291,691,NaN,NaN,NaN
291,701,NaN,NaN,NaN
291,711,NaN,NaN,NaN
301,1,NaN,NaN,NaN
301,11,NaN,NaN,NaN
301,21,NaN,NaN,NaN
301,31,NaN,NaN,NaN
301,41,NaN,NaN,NaN
301,51,NaN,NaN,NaN
301,61,NaN,NaN,NaN
301,71,NaN,NaN,NaN
301,81,NaN,NaN,NaN
301,91,NaN,NaN,NaN
301,101,NaN,NaN,NaN
301,111,NaN,NaN,NaN
301,121,NaN,NaN,NaN
301,131,NaN,NaN,NaN
301,141,NaN,NaN,NaN
301,151,NaN,NaN,NaN
301,161,NaN,NaN,NaN
301,171,NaN,NaN,NaN
301,181,NaN,NaN,NaN
301,191,2.69573158,-11.63427388,NaN
301,201,2.627434605,-11.61308162,NaN
301,211,2.621062103,-11.66110188,NaN
301,221,2.614689601,-11.70912214,NaN
301,231,2.6083171,-11.75714241,NaN
301,241,2.601944598,-11.80516267,NaN
301,251,2.792899789,-12.10456851,NaN
301,261,3.054335227,-12.39080587,NaN
301,271,2.984418454,-12.59190904,NaN
301,281,2.859708379,-12.51822781,NaN
301,291,2.827044006,-12.42863678,NaN
301,301,2.794379632,-12.33904575,NaN
301,311,2.696874591,-12.22483213,-0.03806755833
301,321,2.535675853,-12.10673319,-0.02362017901
301,331,2.480953253,-12.09133993,-0.01940586082
301,341,2.426230654,-12.07594667,-0.0156959721
301,351,2.371508054,-12.06055342,-0.01198608337
301,361,2.316785455,-12.04516016,-0.008276194638
301,371,2.262062855,-12.0297669,-0.003044855666
301,381,2.207340255,-12.01437364,0.003764605116
301,391,2.152617656,-11.99898038,0.0105740659
301,401,2.097895056,-11.98358712,0.01472319791
301,411,2.043172457,-11.96819387,0.01472319791
301,421,1.988449857,-11.95280061,0.01679232134
301,431,1.933727257,-11.93740735,0.01901913198
301,441,1.879004658,-11.92201409,0.01563142912
301,451,1.824282058,-11.90662083,-0.01495279478
301,461,2.31348988,-11.75799626,-0.05285359926
301,471,2.949029312,-11.57352895,-0.0635578827
301,481,3.584568745,-11.38906165,-0.05997768784
301,491,4.220108178,-11.20459434,-0.04282106071
301,501,4.783535164,-11.08632303,0.01925215162
301,511,4.335562512,-11.28607283,0.0652339273
301,521,3.589245823,-11.64019403,0.05669764297
301,531,2.842929133,-11.99431524,0.05526050181
301,541,2.096612444,-12.34843645,0.05030005777
301,551,1.449504636,-12.6610524,0.005138128436
301,561,1.518693053,-12.67399693,-0.0309128303
301,571,1.58788147,-12.68694147,-0.0309128303
301,581,1.657069887,-12.699886,-0.03226869064
301,591,1.726258304,-12.71283053,-0.03578234319
301,601,1.773027442,-12.68834797,-0.0251827469
301,611,1.786692047,-12.60860018,-0.01064178105
301,621,1.800356651,-12.52885238,-0.06550453544
301,631,1.821230317,-12.74731078,NaN
301,641,1.844611265,-13.06948404,NaN
301,651,1.795473499,-13.07237016,NaN
301,661,1.490199086,-11.94753168,NaN
301,671,1.184924673,-10.8226932,NaN
301,681,NaN,NaN,NaN
301,691,NaN,NaN,NaN
301,701,NaN,NaN,NaN
301,711,NaN,NaN,NaN
311,1,NaN,NaN,NaN
311,11,NaN,NaN,NaN
311,21,NaN,NaN,NaN
311,31,NaN,NaN,NaN
311,41,NaN,NaN,NaN
311,51,NaN,NaN,NaN
311,61,NaN,NaN,NaN
311,71,NaN,NaN,NaN
311,81,NaN,NaN,NaN
311,91,NaN,NaN,NaN
311,101,NaN,NaN,NaN
311,111,NaN,NaN,NaN
311,121,NaN,NaN,NaN
311,131,NaN,NaN,NaN
311,141,NaN,NaN,NaN
311,151,NaN,NaN,NaN
311,161,2.643134396,-11.98942214,NaN
311,171,2.504745405,-11.91904474,NaN
311,181,2.36362806,-11.49266461,NaN
311,191,2.703205017,-11.5651224,-0.01654599481
311,201,2.83285091,-11.56814975,0.01168254416
311,211,2.514207031,-11.42291434,0.01808626324
311,221,2.665656745,-11.43508028,0.003452834464
311,231,2.905306584,-11.62748308,-0.008176298688
311,241,3.144956424,-11.81988588,-0.01539542554
311,251,3.384606264,-12.01228868,-0.002756913673
311,261,3.152727387,-12.56057138,-0.004267880134
311,271,3.077877538,-13.00578412,-0.01955404185
311,281,2.907612322,-13.12554868,-0.04650350798
311,291,2.85285783,-13.03977586,-0.05674296461
311,301,2.820193456,-12.95018483,-0.05784747059
311,311,2.787529083,-12.86059379,-0.0590785999
311,321,2.75486471,-12.77100276,-0.06050399512
311,331,2.722200337,-12.68141173,-0.05679410639
311,341,2.689535964,-12.59182069,-0.05308421766
311,351,2.65687159,-12.50222966,-0.04937432893
311,361,2.624207217,-12.41263863,-0.04165788098
311,371,2.511411659,-12.29261859,-0.02978563595
311,381,2.31550016,-12.14103612,-0.02191995014
311,391,2.119588661,-11.98945364,-0.01604625071
311,401,1.97883702,-11.89107774,-0.01226471863
311,411,1.92411442,-11.87568449,-0.02205715278
311,421,2.038339966,-11.81890876,-0.05229123876
311,431,2.538210654,-11.75897929,-0.07085218311
311,441,2.915754822,-11.81134009,-0.07013087037
311,451,3.29329899,-11.86370089,-0.07552588361
311,461,3.670843159,-11.91606169,-0.08075346211
311,471,4.048387327,-11.96842248,-0.07105827351
311,481,4.370125982,-11.88142533,-0.05525623138
311,491,4.589581469,-11.53900586,-0.0422444649
311,501,4.809036956,-11.19658639,0.0009811509696
311,511,4.388128284,-11.40222725,0.04867851016
311,521,3.629581646,-11.80516288,0.06286825058
311,531,2.87606374,-12.18802691,0.05981603186
311,541,2.129747051,-12.54214812,0.05701524976
311,551,1.383430362,-12.89626933,0.01297443995
311,561,1.441329645,-12.91393682,-0.03034837358
311,571,1.510518062,-12.92688135,-0.0309128303
311,581,1.579706479,-12.93982589,-0.0309128303
311,591,1.648894896,-12.95277042,-0.0309128303
311,601,1.718083313,-12.96571496,-0.03278418526
311,611,1.78727173,-12.97865949,-0.03598905038
311,621,1.827865119,-12.94386703,-0.03784747627
311,631,1.841529724,-12.86411924,-0.02622534377
311,641,1.855194329,-12.78437144,-0.007861563357
311,651,1.868858933,-12.70462365,-0.004149604013
311,661,1.890918268,-12.9721278,-0.05688995552
311,671,1.914299215,-13.29430106,-0.1092105705
311,681,1.937680163,-13.61647432,NaN
311,691,1.827723888,-13.35158724,NaN
311,701,1.522449475,-12.22674876,NaN
311,711,1.217175063,-11.10191028,NaN
321,1,NaN,NaN,NaN
321,11,NaN,NaN,NaN
321,21,NaN,NaN,NaN
321,31,NaN,NaN,NaN
321,41,NaN,NaN,NaN
321,51,NaN,NaN,NaN
321,61,NaN,NaN,NaN
321,71,NaN,NaN,NaN
321,81,NaN,NaN,NaN
321,91,NaN,NaN,NaN
321,101,NaN,NaN,NaN
321,111,NaN,NaN,NaN
321,121,NaN,NaN,NaN
321,131,2.617720797,-12.27294567,NaN
321,141,2.454527445,-12.27986845,NaN
321,151,2.342939788,-12.17733878,NaN
321,161,2.254186237,-12.04741614,0.0442472914
321,171,2.065463967,-11.42316955,0.02601128114
321,181,2.371101496,-11.42351313,-0.0253455766
321,191,2.710678453,-11.49597093,-0.02704254798
321,201,3.05025541,-11.56842872,-0.004160871187
321,211,2.862768385,-11.46657078,-0.01363175473
321,221,3.235577622,-11.2489659,-0.02101095392
321,231,3.475227461,-11.4413687,-0.005353545604
321,241,3.714877301,-11.6337715,0.007696689177
321,251,3.519226662,-12.15193582,-0.001143029772
321,261,3.190026313,-12.7828922,-0.002029571536
321,271,3.115176465,-13.22810494,-0.01474709654
321,281,3.040326616,-13.67331768,-0.02667924996
321,291,2.878671654,-13.65091494,-0.0507794787
321,301,2.84600728,-13.56132391,-0.05784747059
321,311,2.813342907,-13.47173287,-0.05784747059
321,321,2.780678534,-13.38214184,-0.05784747059
321,331,2.748014161,-13.29255081,-0.05784747059
321,341,2.715349788,-13.20295977,-0.05784747059
321,351,2.682685414,-13.11336874,-0.05784747059
321,361,2.650021041,-13.02377771,-0.05784747059
321,371,2.617356668,-12.93418668,-0.05936892083
321,381,2.584692295,-12.84459564,-0.05445359321
321,391,2.448686192,-12.65656854,-0.03525793872
321,401,2.338277445,-12.42435574,-0.0305929713
321,411,2.136529584,-12.34983398,-0.05595728748
321,421,2.361555272,-12.38452915,-0.09011604534
321,431,2.760946128,-12.47703616,-0.1032776502
321,441,3.160336984,-12.56954316,-0.1052849606
321,451,3.559727841,-12.66205017,-0.09215073983
321,461,3.901484301,-12.61797717,-0.06679606584
321,471,4.160676354,-12.2954116,-0.04233628333
321,481,4.380131841,-11.95299213,-0.0291022289
321,491,4.599587328,-11.61057266,-0.0291022289
321,501,4.819042815,-11.2681532,-6.77789936e-005
321,511,4.44731425,-11.49195793,0.04754069172
321,521,3.688767612,-11.89489357,0.06688159538
321,531,2.930220974,-12.2978292,0.06587801525
321,541,2.171674337,-12.70076484,0.06326543046
321,551,1.416564969,-13.089981,0.0143908677
321,561,1.363966236,-13.1538767,-0.02022421981
321,571,1.433154654,-13.16682124,-0.02184792377
321,581,1.502343071,-13.17976577,-0.0240129433
321,591,1.571531488,-13.19271031,-0.02617796283
321,601,1.640719905,-13.20565484,-0.02834298237
321,611,1.709908322,-13.21859938,-0.0305080019
321,621,1.779096739,-13.23154391,-0.03329967987
321,631,1.848285156,-13.24448845,-0.03619575756
321,641,1.882702797,-13.1993861,-0.03805418345
321,651,1.896367401,-13.1196383,-0.04165114816
321,661,1.910032006,-13.03989051,-0.0255053285
321,671,1.923696611,-12.96014271,-0.005409275764
321,681,1.937361215,-12.88039492,-0.0366104662
321,691,1.960606219,-13.19694482,0.02199489615
321,701,1.708832011,-13.36580161,-0.05766848036
321,711,1.223625362,-12.31504427,-0.01998292732
331,1,NaN,NaN,NaN
331,11,NaN,NaN,NaN
331,21,NaN,NaN,NaN
331,31,NaN,NaN,NaN
331,41,NaN,NaN,NaN
331,51,NaN,NaN,NaN
331,61,NaN,NaN,NaN
331,71,NaN,NaN,NaN
331,81,NaN,NaN,NaN
331,91,NaN,NaN,NaN
331,101,2.50405575,-12.55031328,NaN
331,111,2.466567253,-12.56600451,NaN
331,121,2.269887722,-12.56555547,NaN
331,131,2.181134171,-12.43563282,0.003629215893
331,141,2.09238062,-12.30571018,0.007893957849
331,151,2.003627069,-12.17578754,0.01232337386
331,161,1.780608309,-11.38195213,0.02968508083
331,171,2.038997976,-11.28190386,-0.02664599171
331,181,2.378574933,-11.35436166,-0.02786962484
331,191,2.71815189,-11.42681945,-0.02704254798
331,201,3.057728847,-11.49927725,-0.01774374475
331,211,3.211329739,-11.51022722,-0.0275494832
331,221,3.57270573,-11.24284029,-0.04445453672
331,231,4.045148338,-11.25525432,-0.006489505195
331,241,4.051894558,-11.6219529,0.006761941324
331,251,3.302175089,-12.56000027,0.009709203007
331,261,3.22732524,-13.00521301,-0.01474709654
331,271,3.152475392,-13.45042575,-0.01474709654
331,281,3.077625543,-13.89563849,-0.0134106807
331,291,2.976047378,-14.24968477,-0.03532263375
331,301,2.871821105,-14.17246298,-0.05425549325
331,311,2.839156731,-14.08287195,-0.05784747059
331,321,2.806492358,-13.99328092,-0.05784747059
331,331,2.773827985,-13.90368989,-0.05784747059
331,341,2.741163612,-13.81409885,-0.05784747059
331,351,2.708499238,-13.72450782,-0.05784747059
331,361,2.675834865,-13.63491679,-0.05784747059
331,371,2.643170492,-13.54532575,-0.05408391112
331,381,2.550711384,-13.39877846,-0.03079551895
331,391,2.592018821,-12.94102727,-0.02652680735
